,cafe_name,cafe_type,starring,visitor_review,blog_review,address,business_hours,phone_number,connection_site,description,menu,keyword,keyword_number,image_link
39,성당못빌,"카페,디저트",4.53,926,878,대구 남구 성당로 54-5 . 1-2층,11:00에 영업 시작,0507-1307-1784,,,,"{'인테리어가 멋져요': 248, '커피가 맛있어요': 189, '뷰가 좋아요': 189, '사진이 잘 나와요': 148, '친절해요': 146, '음료가 맛있어요': 120, '디저트가 맛있어요': 110, '야외 공간이 멋져요': 86, '대화하기 좋아요': 69, '매장이 청결해요': 60, '좌석이 편해요': 39, '화장실이 깨끗해요': 38, '특별한 메뉴가 있어요': 36, '가성비가 좋아요': 15, '특별한 날 가기 좋아요': 15, '빵이 맛있어요': 1, '주차하기 편해요': 1}",548,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230827_294%2F1693067304834A30IX_JPEG%2FA9A8E5C1-B407-446C-9AF0-F754A0F5046D.jpeg"""
40,투썸플레이스 대구앞산점,카페,4.51,1447,131,대구 남구 현충로 24,08:30에 영업 시작,0507-1428-9266,,,,"{'커피가 맛있어요': 387, '디저트가 맛있어요': 255, '음료가 맛있어요': 220, '주차하기 편해요': 183, '매장이 청결해요': 183, '좌석이 편해요': 165, '대화하기 좋아요': 156, '친절해요': 139, '뷰가 좋아요': 138, '인테리어가 멋져요': 104, '집중하기 좋아요': 51, '사진이 잘 나와요': 36, '가성비가 좋아요': 31, '특별한 메뉴가 있어요': 31, '화장실이 깨끗해요': 31, '매장이 넓어요': 1, '단체모임 하기 좋아요': 1}",1011,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190213_137%2F1550068443589OiO5b_JPEG%2F5gC0ozwu12ZP1ox9iFPdKjTW.jpeg.jpg"""
41,퍼스널스커피,"카페,디저트",0.0,123,29,대구 남구 대명남로 151 1층,10:30에 영업 시작,0507-1466-1997,,,,"{'커피가 맛있어요': 99, '디저트가 맛있어요': 85, '인테리어가 멋져요': 82, '친절해요': 70, '매장이 청결해요': 45, '음료가 맛있어요': 43, '사진이 잘 나와요': 29, '특별한 메뉴가 있어요': 23, '대화하기 좋아요': 22, '좌석이 편해요': 15, '음식이 맛있어요': 13, '화장실이 깨끗해요': 13, '집중하기 좋아요': 7, '반려동물과 가기 좋아요': 5, '컨셉이 독특해요': 2, '아늑해요': 1, '음악이 좋아요': 1, '오래 머무르기 좋아요': 1, '뷰가 좋아요': 1}",121,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230420_12%2F1681979608555iiSw9_JPEG%2F416EED89-4858-4B83-AE5D-C9B3C3F26D9D.jpeg"""
42,온돈케이크,케이크전문,0.0,244,106,대구 남구 중앙대로22길 9 1층 온돈케이크,11:00에 영업 시작,0507-1317-6574,,,,"{'주문제작을 잘해줘요': 210, '친절해요': 154, '선물하기 좋아요': 147, '디저트가 맛있어요': 142, '음식이 맛있어요': 126, '특별한 메뉴가 있어요': 101, '종류가 다양해요': 87, '특별한 날 가기 좋아요': 81, '매장이 청결해요': 44, '사진이 잘 나와요': 37, '아늑해요': 10, '인테리어가 멋져요': 7, '차분한 분위기에요': 6, '매장이 넓어요': 5, '주차하기 편해요': 4, '컨셉이 독특해요': 3, '재료가 신선해요': 2, '메뉴 구성이 알차요': 1, '가성비가 좋아요': 1, '비싼 만큼 가치있어요': 1}",243,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230909_105%2F1694241502437MQlxy_PNG%2F%25B8%25B8%25C3%25CC%25B5%25BF%25C4%25C9%25C0%25CC%25C5%25A9_%25281%2529.png"""
43,앞산커피하우스,"카페,디저트",4.39,555,154,대구 남구 대명남로 175,10:00에 영업 시작,0507-1311-3969,,,,"{'커피가 맛있어요': 112, '디저트가 맛있어요': 67, '친절해요': 50, '대화하기 좋아요': 46, '주차하기 편해요': 42, '인테리어가 멋져요': 39, '매장이 청결해요': 39, '음료가 맛있어요': 37, '좌석이 편해요': 17, '뷰가 좋아요': 17, '화장실이 깨끗해요': 16, '특별한 메뉴가 있어요': 15, '집중하기 좋아요': 9, '사진이 잘 나와요': 7, '가성비가 좋아요': 5}",222,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191224_184%2F1577171527452MFnez_JPEG%2FO6HVIpcaRW8GaVNvpvOfQS_f.jpg"""
44,별빛담아,케이크전문,0.0,17,353,대구 남구 안지랑로5길 10-1 별빛담아,09:00에 영업 시작,0507-1407-3421,,,,"{'특별한 메뉴가 있어요': 7, '선물하기 좋아요': 6, '친절해요': 6, '디저트가 맛있어요': 5, '매장이 청결해요': 3, '주차하기 편해요': 2, '커피가 맛있어요': 1, '주문제작을 잘해줘요': 1, '음식이 맛있어요': 1, '인테리어가 멋져요': 1, '사진이 잘 나와요': 1, '가성비가 좋아요': 1}",11,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221219_167%2F1671420381242LYMdc_JPEG%2FKakaoTalk_20221217_144544207.jpg"""
45,민스크,카페,4.39,1396,675,대구 남구 현충로6길 9-2,11:00에 영업 시작,053-656-6292,,,,"{'커피가 맛있어요': 436, '인테리어가 멋져요': 300, '디저트가 맛있어요': 241, '주차하기 편해요': 236, '음료가 맛있어요': 224, '뷰가 좋아요': 181, '대화하기 좋아요': 163, '매장이 청결해요': 149, '친절해요': 136, '사진이 잘 나와요': 114, '특별한 메뉴가 있어요': 75, '좌석이 편해요': 63, '화장실이 깨끗해요': 39, '가성비가 좋아요': 31, '집중하기 좋아요': 24, '매장이 넓어요': 5, '야외 공간이 멋져요': 3, '컨셉이 독특해요': 2, '차분한 분위기에요': 1, '비싼 만큼 가치있어요': 1, '단체모임 하기 좋아요': 1}",954,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200218_11%2F15820174470467G7a6_JPEG%2FsH1Nn2zjcJ0aXIQkXOeYhbX6.jpg"""
46,브리에브레드,베이커리,0.0,47,84,대구 남구 현충로7길 7 브리에브레드,09:00에 영업 시작,0507-1355-5421,,,,"{'빵이 맛있어요': 42, '인테리어가 멋져요': 31, '친절해요': 20, '커피가 맛있어요': 18, '사진이 잘 나와요': 16, '특별한 메뉴가 있어요': 16, '매장이 청결해요': 11, '음료가 맛있어요': 4, '대화하기 좋아요': 3, '가성비가 좋아요': 2, '화장실이 깨끗해요': 2, '차분한 분위기에요': 1, '아늑해요': 1, '뷰가 좋아요': 1}",45,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231001_86%2F1696146108886D30gM_JPEG%2FKakaoTalk_20230930_173838508_03.jpg"""
47,아눅 앞산,베이커리,4.51,2936,2049,대구 남구 앞산순환로 459 아눅 앞산,10:00에 영업 시작,0507-1422-1060,,,,"{'커피가 맛있어요': 984, '빵이 맛있어요': 918, '뷰가 좋아요': 917, '인테리어가 멋져요': 787, '친절해요': 433, '음료가 맛있어요': 401, '사진이 잘 나와요': 397, '특별한 메뉴가 있어요': 357, '매장이 청결해요': 314, '대화하기 좋아요': 265, '음식이 맛있어요': 245, '매장이 넓어요': 124, '디저트가 맛있어요': 114, '주차하기 편해요': 97, '화장실이 깨끗해요': 84, '재료가 신선해요': 67, '가성비가 좋아요': 57, '좌석이 편해요': 45, '집중하기 좋아요': 36, '특별한 날 가기 좋아요': 32, '양이 많아요': 14, '단체모임 하기 좋아요': 13, '야외 공간이 멋져요': 9, '아늑해요': 6, '혼밥하기 좋아요': 4, '건강한 맛이에요': 4, '오래 머무르기 좋아요': 3, '아이와 가기 좋아요': 2, '메뉴 구성이 알차요': 2, '종류가 다양해요': 2, '차분한 분위기에요': 1, '컨셉이 독특해요': 1}",2262,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220913_2%2F1663037598799HC44M_JPEG%2FKakaoTalk_20220913_115245058.jpg"""
48,크래프터,"카페,디저트",4.53,963,634,대구 남구 현충로 41-3,12:00에 영업 시작,0507-1392-4525,,,,"{'디저트가 맛있어요': 617, '커피가 맛있어요': 473, '인테리어가 멋져요': 261, '친절해요': 202, '음료가 맛있어요': 200, '특별한 메뉴가 있어요': 153, '사진이 잘 나와요': 112, '매장이 청결해요': 105, '대화하기 좋아요': 86, '뷰가 좋아요': 45, '화장실이 깨끗해요': 24, '가성비가 좋아요': 14, '좌석이 편해요': 11, '주차하기 편해요': 10, '집중하기 좋아요': 8, '아늑해요': 7, '종류가 다양해요': 4, '음식이 빨리 나와요': 2, '음식이 맛있어요': 2, '선물하기 좋아요': 2, '차분한 분위기에요': 1, '음악이 좋아요': 1}",768,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220920_286%2F1663601216408G2hxX_JPEG%2F7B075C0C-15FD-4F30-B74B-EB8D20E7E319.jpeg"""
49,리을커피,카페,4.99,263,93,대구 남구 큰골5길 17 1층,11:00에 영업 시작,0507-1394-0725,,,,"{'커피가 맛있어요': 173, '디저트가 맛있어요': 161, '친절해요': 146, '인테리어가 멋져요': 105, '음료가 맛있어요': 100, '매장이 청결해요': 78, '대화하기 좋아요': 50, '특별한 메뉴가 있어요': 41, '사진이 잘 나와요': 38, '가성비가 좋아요': 34, '집중하기 좋아요': 25, '좌석이 편해요': 12, '뷰가 좋아요': 8, '화장실이 깨끗해요': 6, '빵이 맛있어요': 4, '아늑해요': 4, '주차하기 편해요': 3, '포장이 깔끔해요': 2, '차분한 분위기에요': 1, '음식이 맛있어요': 1, '선물하기 좋아요': 1, '아이와 가기 좋아요': 1, '반려동물과 가기 좋아요': 1, '오래 머무르기 좋아요': 1}",240,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231012_222%2F1697086963804Fs34k_JPEG%2FIMG_3208.jpeg"""
50,민스크,카페,4.39,1396,675,대구 남구 현충로6길 9-2,11:00에 영업 시작,053-656-6292,,,,,,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200218_11%2F15820174470467G7a6_JPEG%2FsH1Nn2zjcJ0aXIQkXOeYhbX6.jpg"""
51,읍천리382 본점,카페,4.51,1467,749,대구 남구 안골길 17-1,08:30에 영업 시작,0507-1326-0382,,,,"{'음료가 맛있어요': 433, '디저트가 맛있어요': 403, '커피가 맛있어요': 335, '친절해요': 292, '인테리어가 멋져요': 278, '특별한 메뉴가 있어요': 256, '사진이 잘 나와요': 196, '가성비가 좋아요': 185, '매장이 청결해요': 109, '뷰가 좋아요': 83, '대화하기 좋아요': 74, '좌석이 편해요': 23, '화장실이 깨끗해요': 18, '집중하기 좋아요': 12, '컨셉이 독특해요': 7, '음식이 맛있어요': 5, '야외 공간이 멋져요': 5, '주차하기 편해요': 5, '메뉴 구성이 알차요': 4, '아늑해요': 3, '건강한 맛이에요': 3, '재료가 신선해요': 2, '양이 많아요': 1, '포장이 깔끔해요': 1, '매장이 넓어요': 1}",847,
52,카펠라,"카페,디저트",4.35,2040,639,대구 남구 앞산순환로 449,10:00에 영업 시작,0507-1397-9046,,,,"{'커피가 맛있어요': 407, '뷰가 좋아요': 401, '주차하기 편해요': 307, '인테리어가 멋져요': 260, '디저트가 맛있어요': 259, '음료가 맛있어요': 196, '대화하기 좋아요': 190, '좌석이 편해요': 179, '매장이 청결해요': 151, '친절해요': 114, '사진이 잘 나와요': 100, '화장실이 깨끗해요': 72, '특별한 메뉴가 있어요': 57, '가성비가 좋아요': 40, '집중하기 좋아요': 22, '매장이 넓어요': 3, '차분한 분위기에요': 1, '빵이 맛있어요': 1, '야외 공간이 멋져요': 1}",1221,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220804_89%2F1659613800660nAR9j_JPEG%2FIMG_5837_%25C1%25A6%25B4%25EB%25B7%25CE%25B8%25B8%25B5%25E9%25B1%25E2_%25BA%25B8%25C1%25A4%25BA%25BB.jpg"""
53,플란트,"카페,디저트",0.0,116,259,대구 남구 현충로7길 13-1 플란트,11:00에 영업 시작,0507-1327-2575,,,,"{'커피가 맛있어요': 70, '인테리어가 멋져요': 60, '디저트가 맛있어요': 40, '사진이 잘 나와요': 39, '대화하기 좋아요': 30, '친절해요': 27, '음료가 맛있어요': 24, '매장이 청결해요': 22, '뷰가 좋아요': 22, '좌석이 편해요': 11, '특별한 메뉴가 있어요': 9, '집중하기 좋아요': 6, '가성비가 좋아요': 5, '화장실이 깨끗해요': 5, '차분한 분위기에요': 4, '빵이 맛있어요': 3, '야외 공간이 멋져요': 2, '매장이 넓어요': 2, '아늑해요': 1, '음식이 빨리 나와요': 1, '주차하기 편해요': 1}",114,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_30%2F1689862711603g65JR_JPEG%2FC0D76CF0-CD84-4C54-AEF3-EFE4A40334AE.jpeg"""
54,레꽁프,베이커리,4.24,220,59,대구 남구 안지랑로5길 28 1층,11:00에 영업 시작,0507-1465-5668,,,,"{'빵이 맛있어요': 66, '특별한 메뉴가 있어요': 29, '친절해요': 28, '매장이 청결해요': 16, '가성비가 좋아요': 8, '음료가 맛있어요': 6, '인테리어가 멋져요': 6, '커피가 맛있어요': 5, '좌석이 편해요': 3, '뷰가 좋아요': 3, '디저트가 맛있어요': 2, '주차하기 편해요': 2, '대화하기 좋아요': 2, '건강한 맛이에요': 2, '아늑해요': 1, '재료가 신선해요': 1, '화장실이 깨끗해요': 1}",88,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220203_79%2F1643895141230RHlOB_JPEG%2F20220129_132047.jpg"""
55,스타벅스 대구앞산스카이타운점,카페,0.0,1238,111,대구 남구 앞산순환로 375,09:00에 영업 시작,1522-3232,,,,"{'커피가 맛있어요': 559, '뷰가 좋아요': 279, '음료가 맛있어요': 269, '친절해요': 267, '주차하기 편해요': 232, '매장이 청결해요': 199, '디저트가 맛있어요': 193, '대화하기 좋아요': 162, '좌석이 편해요': 126, '인테리어가 멋져요': 121, '화장실이 깨끗해요': 85, '집중하기 좋아요': 71, '특별한 메뉴가 있어요': 51, '가성비가 좋아요': 39, '사진이 잘 나와요': 37, '음식이 빨리 나와요': 4, '매장이 넓어요': 3, '차분한 분위기에요': 1, '컨셉이 독특해요': 1, '아늑해요': 1, '메뉴 구성이 알차요': 1, '야외 공간이 멋져요': 1, '오래 머무르기 좋아요': 1}",1214,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png"""
56,플란트,"카페,디저트",0.0,116,259,대구 남구 현충로7길 13-1 플란트,11:00에 영업 시작,0507-1327-2575,,,,"{'커피가 맛있어요': 70, '인테리어가 멋져요': 60, '디저트가 맛있어요': 40, '사진이 잘 나와요': 39, '대화하기 좋아요': 30, '친절해요': 27, '음료가 맛있어요': 24, '매장이 청결해요': 22, '뷰가 좋아요': 22, '좌석이 편해요': 11, '특별한 메뉴가 있어요': 9, '집중하기 좋아요': 6, '가성비가 좋아요': 5, '화장실이 깨끗해요': 5, '차분한 분위기에요': 4, '빵이 맛있어요': 3, '야외 공간이 멋져요': 2, '매장이 넓어요': 2, '아늑해요': 1, '음식이 빨리 나와요': 1, '주차하기 편해요': 1}",114,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230720_30%2F1689862711603g65JR_JPEG%2FC0D76CF0-CD84-4C54-AEF3-EFE4A40334AE.jpeg"""
57,읍천리382 본점,카페,4.51,1467,749,대구 남구 안골길 17-1,08:30에 영업 시작,0507-1326-0382,,,,"{'음료가 맛있어요': 433, '디저트가 맛있어요': 403, '커피가 맛있어요': 335, '친절해요': 292, '인테리어가 멋져요': 278, '특별한 메뉴가 있어요': 256, '사진이 잘 나와요': 196, '가성비가 좋아요': 185, '매장이 청결해요': 109, '뷰가 좋아요': 83, '대화하기 좋아요': 74, '좌석이 편해요': 23, '화장실이 깨끗해요': 18, '집중하기 좋아요': 12, '컨셉이 독특해요': 7, '음식이 맛있어요': 5, '야외 공간이 멋져요': 5, '주차하기 편해요': 5, '메뉴 구성이 알차요': 4, '아늑해요': 3, '건강한 맛이에요': 3, '재료가 신선해요': 2, '양이 많아요': 1, '포장이 깔끔해요': 1, '매장이 넓어요': 1}",847,
58,월포리91,"카페,디저트",4.57,136,155,대구 남구 안골1길 38,12:00에 영업 시작,0507-1324-3913,,,,"{'인테리어가 멋져요': 30, '특별한 메뉴가 있어요': 29, '친절해요': 16, '대화하기 좋아요': 16, '사진이 잘 나와요': 14, '음료가 맛있어요': 13, '뷰가 좋아요': 12, '디저트가 맛있어요': 9, '매장이 청결해요': 7, '커피가 맛있어요': 6, '가성비가 좋아요': 5, '집중하기 좋아요': 5, '좌석이 편해요': 4, '주차하기 편해요': 2, '차분한 분위기에요': 1, '메뉴 구성이 알차요': 1, '차가 맛있어요': 1, '화장실이 깨끗해요': 1}",55,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220915_129%2F1663223179232nSNjY_JPEG%2F_DSC9110_4."""
59,1972포포징,"카페,디저트",4.7,186,190,대구 남구 중앙대로 112-2,11:30에 영업 시작,053-721-7934,,,,"{'커피가 맛있어요': 83, '친절해요': 65, '디저트가 맛있어요': 59, '인테리어가 멋져요': 46, '음료가 맛있어요': 35, '사진이 잘 나와요': 27, '매장이 청결해요': 26, '대화하기 좋아요': 21, '특별한 메뉴가 있어요': 16, '화장실이 깨끗해요': 15, '뷰가 좋아요': 15, '가성비가 좋아요': 12, '집중하기 좋아요': 8, '아늑해요': 5, '주차하기 편해요': 3, '좌석이 편해요': 2, '야외 공간이 멋져요': 2, '차분한 분위기에요': 1, '특별한 날 가기 좋아요': 1}",128,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230417_238%2F1681682097940bSfWp_JPEG%2FE155A5F9-0864-4073-9BA1-E6C53CD6DD2C.jpeg"""
60,네이비그레이,"카페,디저트",0.0,221,212,대구 남구 자유6길 50,매주 금요일 휴무,0507-1442-3288,,,,"{'커피가 맛있어요': 183, '인테리어가 멋져요': 121, '사진이 잘 나와요': 93, '친절해요': 89, '디저트가 맛있어요': 70, '매장이 청결해요': 68, '대화하기 좋아요': 59, '음료가 맛있어요': 57, '가성비가 좋아요': 39, '특별한 메뉴가 있어요': 39, '좌석이 편해요': 32, '화장실이 깨끗해요': 12, '집중하기 좋아요': 10, '뷰가 좋아요': 7, '주차하기 편해요': 2}",220,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230708_210%2F1688804482191nJQAV_JPEG%2FIMG_9436.jpeg"""
61,평화떡공방,떡카페,0.0,793,78,대구 남구 봉덕로 119 평화떡공방카페,08:00에 영업 시작,0507-1407-8576,,,,"{'특별한 메뉴가 있어요': 141, '친절해요': 128, '디저트가 맛있어요': 117, '매장이 청결해요': 84, '가성비가 좋아요': 64, '커피가 맛있어요': 20, '음료가 맛있어요': 19, '인테리어가 멋져요': 6, '사진이 잘 나와요': 4, '좌석이 편해요': 3, '주차하기 편해요': 2, '대화하기 좋아요': 2, '뷰가 좋아요': 2, '재료가 신선해요': 1, '선물하기 좋아요': 1, '집중하기 좋아요': 1, '화장실이 깨끗해요': 1}",399,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200301_102%2F1582996399568EijXj_JPEG%2FdXhpB_1j0DaK-hfYzR2yiUyl.jpg"""
62,백금당 대구앞산점,"카페,디저트",4.47,322,336,대구 남구 현충로 48,12:00에 영업 시작,0507-1440-0809,,,,"{'커피가 맛있어요': 102, '디저트가 맛있어요': 98, '친절해요': 86, '음료가 맛있어요': 68, '인테리어가 멋져요': 64, '특별한 메뉴가 있어요': 63, '대화하기 좋아요': 30, '매장이 청결해요': 28, '사진이 잘 나와요': 25, '좌석이 편해요': 20, '가성비가 좋아요': 11, '집중하기 좋아요': 6, '화장실이 깨끗해요': 3, '주차하기 편해요': 2, '뷰가 좋아요': 2, '차분한 분위기에요': 1, '아늑해요': 1}",219,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220124_134%2F1643030749513i54Jz_JPEG%2FKakaoTalk_20211114_231500072_25.jpg"""
63,"아티세리,베이킹스튜디오","카페,디저트",0.0,334,337,대구 남구 안지랑로15길 52-1 1층 101호,,0507-1447-0170,,,,"{'디저트가 맛있어요': 264, '인테리어가 멋져요': 157, '친절해요': 157, '특별한 메뉴가 있어요': 131, '커피가 맛있어요': 107, '매장이 청결해요': 97, '사진이 잘 나와요': 94, '음료가 맛있어요': 90, '대화하기 좋아요': 40, '가성비가 좋아요': 29, '주차하기 편해요': 21, '빵이 맛있어요': 16, '집중하기 좋아요': 15, '화장실이 깨끗해요': 15, '뷰가 좋아요': 7, '좌석이 편해요': 6, '아늑해요': 3, '주문제작을 잘해줘요': 1, '재료가 신선해요': 1, '음악이 좋아요': 1, '야외 공간이 멋져요': 1, '포장이 깔끔해요': 1, '비싼 만큼 가치있어요': 1, '종류가 다양해요': 1}",330,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220302_18%2F1646210653305uAXcx_JPEG%2Fimage.jpg"""
64,코지모먼트,"카페,디저트",0.0,440,85,대구 남구 큰골5길 25,11:00에 영업 시작,0507-1354-2658,,,,"{'디저트가 맛있어요': 349, '친절해요': 230, '커피가 맛있어요': 198, '음료가 맛있어요': 168, '매장이 청결해요': 163, '인테리어가 멋져요': 150, '대화하기 좋아요': 98, '특별한 메뉴가 있어요': 95, '사진이 잘 나와요': 61, '가성비가 좋아요': 45, '화장실이 깨끗해요': 37, '좌석이 편해요': 36, '집중하기 좋아요': 31, '주차하기 편해요': 8, '뷰가 좋아요': 7, '메뉴 구성이 알차요': 2, '아늑해요': 1, '음식이 맛있어요': 1, '재료가 신선해요': 1, '건강한 맛이에요': 1}",438,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230316_234%2F1678951100989WiGO6_JPEG%2F82D255B2-4D7B-4124-9089-3347A6535562.jpeg"""
65,고려베이커리,베이커리,0.0,10,176,대구 남구 자유6길 45-2,,053-624-0159,,,,,,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210930_83%2F1632983192228nHSyX_JPEG%2FtMxCFufRc1CteRPlXotKN_Yr.jpg"""
66,핸즈커피 앞산점,카페,0.0,927,116,대구 남구 앞산순환로 415 1층,10:00에 영업 시작,0507-1353-3325,,,,"{'커피가 맛있어요': 516, '인테리어가 멋져요': 238, '디저트가 맛있어요': 214, '매장이 청결해요': 203, '음료가 맛있어요': 173, '뷰가 좋아요': 151, '대화하기 좋아요': 143, '좌석이 편해요': 129, '주차하기 편해요': 129, '친절해요': 112, '화장실이 깨끗해요': 64, '사진이 잘 나와요': 56, '특별한 메뉴가 있어요': 52, '가성비가 좋아요': 27, '집중하기 좋아요': 22, '매장이 넓어요': 3, '아늑해요': 1, '음악이 좋아요': 1, '야외 공간이 멋져요': 1, '비싼 만큼 가치있어요': 1, '룸이 잘 되어있어요': 1, '오래 머무르기 좋아요': 1, '단체모임 하기 좋아요': 1}",895,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231103_243%2F1698990872086cNeWX_JPEG%2FKakaoTalk_20231103_145239314_02.jpg"""
67,마리아쥬커피,카페,0.0,219,99,대구 남구 대명남로 174-2,10:00에 영업 시작,0507-1409-6685,,,,"{'커피가 맛있어요': 101, '친절해요': 67, '대화하기 좋아요': 34, '디저트가 맛있어요': 31, '특별한 메뉴가 있어요': 18, '음료가 맛있어요': 17, '매장이 청결해요': 13, '인테리어가 멋져요': 12, '가성비가 좋아요': 8, '집중하기 좋아요': 8, '화장실이 깨끗해요': 6, '뷰가 좋아요': 6, '사진이 잘 나와요': 4, '오래 머무르기 좋아요': 2, '차분한 분위기에요': 1, '비싼 만큼 가치있어요': 1}",126,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160805_264%2F1470400680693M3KOk_JPEG%2F176755616820528_0.jpeg"""
68,빨간우체통,카페,4.77,197,32,대구 남구 앞산순환로 393 2 층,12:00에 영업 시작,053-654-7844,,,,"{'커피가 맛있어요': 62, '친절해요': 51, '뷰가 좋아요': 43, '인테리어가 멋져요': 32, '대화하기 좋아요': 27, '음료가 맛있어요': 14, '디저트가 맛있어요': 13, '좌석이 편해요': 12, '매장이 청결해요': 12, '가성비가 좋아요': 11, '사진이 잘 나와요': 10, '특별한 메뉴가 있어요': 6, '집중하기 좋아요': 5, '화장실이 깨끗해요': 5, '컨셉이 독특해요': 1, '아늑해요': 1, '야외 공간이 멋져요': 1, '주차하기 편해요': 1}",132,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220726_40%2F1658837528157kEIlX_JPEG%2FIMG_6840-1.jpg"""
69,포린,"카페,디저트",0.0,126,67,대구 남구 안지랑로5길 84 1층,12:00에 영업 시작,0507-1437-1142,,,,"{'인테리어가 멋져요': 85, '커피가 맛있어요': 54, '디저트가 맛있어요': 52, '친절해요': 52, '음료가 맛있어요': 44, '사진이 잘 나와요': 44, '매장이 청결해요': 34, '대화하기 좋아요': 16, '특별한 메뉴가 있어요': 15, '집중하기 좋아요': 13, '뷰가 좋아요': 12, '좌석이 편해요': 6, '주차하기 편해요': 6, '컨셉이 독특해요': 5, '화장실이 깨끗해요': 5, '음악이 좋아요': 4, '가성비가 좋아요': 2, '차분한 분위기에요': 1, '아늑해요': 1, '음식이 빨리 나와요': 1, '특별한 날 가기 좋아요': 1}",126,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220604_229%2F1654329303024BeKFy_JPEG%2FKakaoTalk_Photo_2022-06-04-16-54-38.jpeg"""
