,cafe_name,cafe_type,starring,visitor_review,blog_review,address,business_hours,phone_number,connection_site,description,menu,keyword,keyword_number,image_link
10,카페 이음,카페,4.41,146,3,경북 경산시 진량읍 대구대로 201 진로취업관 카페이음,18:00에 영업 종료,053-856-2025,,"가성비가 좋은 카페가 아니라 
금액이 싸지만 너무 맛있는 집으로 기억되려 노력하고있습니다.",,"{'커피가 맛있어요': 49, '음료가 맛있어요': 36, '친절해요': 32, '가성비가 좋아요': 24, '디저트가 맛있어요': 20, '매장이 청결해요': 18, '대화하기 좋아요': 11, '좌석이 편해요': 10, '주차하기 편해요': 10, '특별한 메뉴가 있어요': 5, '집중하기 좋아요': 5, '인테리어가 멋져요': 4, '뷰가 좋아요': 4, '사진이 잘 나와요': 1, '화장실이 깨끗해요': 1}",114,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210112_173%2F1610431329907jFgkd_JPEG%2FTpS7ppmWhewBvsDq_PpZDDa1.jpg"""
11,스타벅스 경산하양DT점,카페,0.0,1050,103,경북 경산시 진량읍 대학로 1417,,1522-3232,,1.주차가능 2.주차장위치: 건물 후면 스타벅스 전용주차장 3.주차가능대수: 46대 4.주차조건: 매장 이용시 무료 5.주차요금 정산방법: 정산없이 출차,,"{'커피가 맛있어요': 478, '친절해요': 335, '주차하기 편해요': 300, '음료가 맛있어요': 278, '매장이 청결해요': 198, '디저트가 맛있어요': 192, '대화하기 좋아요': 122, '뷰가 좋아요': 90, '좌석이 편해요': 86, '인테리어가 멋져요': 80, '집중하기 좋아요': 68, '화장실이 깨끗해요': 64, '특별한 메뉴가 있어요': 63, '가성비가 좋아요': 30, '사진이 잘 나와요': 22, '매장이 넓어요': 2, '차분한 분위기에요': 1}",1033,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png"""
12,몬스터커피 대구대점,카페,0.0,207,6,경북 경산시 진량읍 대구대로 240 몬스터커피 대구대점,23:00에 영업 종료,0507-0289-4667,,"저희 매장은 [패스오더 앱]으로 편하게 주문이 가능한 매장입니다!
앱으로 미리 주문하고 방문 후 기다리지 않는 VIP 경험을 가져보세요!",,"{'커피가 맛있어요': 99, '음료가 맛있어요': 79, '가성비가 좋아요': 73, '친절해요': 55, '매장이 청결해요': 41, '디저트가 맛있어요': 23, '대화하기 좋아요': 21, '인테리어가 멋져요': 17, '특별한 메뉴가 있어요': 15, '집중하기 좋아요': 15, '좌석이 편해요': 14, '화장실이 깨끗해요': 11, '뷰가 좋아요': 9, '사진이 잘 나와요': 8, '주차하기 편해요': 6, '종류가 다양해요': 4, '차가 맛있어요': 3, '음식이 빨리 나와요': 2, '음식이 맛있어요': 2, '컨셉이 독특해요': 1, '메뉴 구성이 알차요': 1, '음악이 좋아요': 1, '야외 공간이 멋져요': 1, '룸이 잘 되어있어요': 1, '오래 머무르기 좋아요': 1}",206,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230422_143%2F1682171799067u51Ru_JPEG%2F1682171768819.jpg"""
13,더테이블,카페,0.0,51,35,경북 경산시 하양읍 대학로305길 34-2 더 테이블,21:50에 라스트오더,0507-1411-6679,,,,"{'인테리어가 멋져요': 29, '커피가 맛있어요': 27, '음료가 맛있어요': 16, '디저트가 맛있어요': 15, '친절해요': 15, '매장이 청결해요': 14, '사진이 잘 나와요': 10, '주차하기 편해요': 9, '대화하기 좋아요': 6, '가성비가 좋아요': 5, '특별한 메뉴가 있어요': 5, '화장실이 깨끗해요': 3, '집중하기 좋아요': 2, '뷰가 좋아요': 2, '아늑해요': 1, '야외 공간이 멋져요': 1}",51,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230527_185%2F16851763745164sAiR_JPEG%2F1685176190066.jpg"""
14,모짜르트베이커리,베이커리,4.42,329,83,경북 경산시 하양읍 하양로 94 모짜르트베이커리(MZ_bakery),21:20에 라스트오더,0507-1334-9893,,안녕하세요 40년 전통 수제베이커리 모짜르트 입니다.하양읍에 자리한지 어드넛 20년이 넘었네요 2022.6월말 새로운 인테리어로 돌아오겠습니다,,"{'빵이 맛있어요': 215, '친절해요': 129, '매장이 청결해요': 85, '가성비가 좋아요': 79, '인테리어가 멋져요': 69, '특별한 메뉴가 있어요': 56, '음료가 맛있어요': 40, '커피가 맛있어요': 24, '사진이 잘 나와요': 19, '주차하기 편해요': 12, '좌석이 편해요': 7, '대화하기 좋아요': 7, '집중하기 좋아요': 4, '화장실이 깨끗해요': 4, '메뉴 구성이 알차요': 2, '뷰가 좋아요': 2, '디저트가 맛있어요': 1, '음식이 빨리 나와요': 1, '음식이 맛있어요': 1, '야외 공간이 멋져요': 1, '종류가 다양해요': 1}",243,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220623_171%2F1655929851142rM41y_JPEG%2F7F789EF9-D0C1-47EF-9BA8-351E363CFF7F.jpeg"""
15,카페봄봄 대구대점,카페,4.63,840,6,경북 경산시 진량읍 대구대로 246,22:00에 영업 종료,053-216-8675,,,,"{'가성비가 좋아요': 244, '커피가 맛있어요': 216, '음료가 맛있어요': 194, '친절해요': 149, '매장이 청결해요': 34, '디저트가 맛있어요': 29, '주차하기 편해요': 19, '특별한 메뉴가 있어요': 18, '대화하기 좋아요': 13, '인테리어가 멋져요': 11, '뷰가 좋아요': 9, '사진이 잘 나와요': 7, '화장실이 깨끗해요': 7, '좌석이 편해요': 6, '집중하기 좋아요': 5, '종류가 다양해요': 2, '음식이 맛있어요': 1, '양이 많아요': 1, '차가 맛있어요': 1}",638,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220318_283%2F16475969897952dzYP_JPEG%2FScreenshot_20220318-184755_KakaoTalk.jpg"""
16,구스켓 인 더 크로플 하양점,"카페,디저트",0.0,54,12,경북 경산시 하양읍 금송로 2-1 1층 구스켓인더크로플 하양점,22:40에 라스트오더,0507-1365-2783,,"크로플 전문점 구스켓 인 더 크로플 하양점 입니다.
저희 매장은 크로플을 미리 구워 두지 않고, 주문 즉시 구워 드리고 있습니다.
굽는 시간은 10-15분 정도 소요됩니다.
매장 방문시에 미리 매장으로 연락주시면 기다리지 않으시고 바로 픽업 하실수있도록 준비해드리겠습니다.",,,,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230825_97%2F1692932635668bYR43_JPEG%2FIMG_7623.jpeg"""
17,파리바게뜨 대구대학교점,베이커리,4.64,254,1,경북 경산시 진량읍 대구대로 201 과학생명융합대학3호관,,053-852-2597,,,,"{'빵이 맛있어요': 111, '친절해요': 42, '음료가 맛있어요': 18, '매장이 청결해요': 18, '주차하기 편해요': 10, '가성비가 좋아요': 8, '커피가 맛있어요': 7, '특별한 메뉴가 있어요': 6, '인테리어가 멋져요': 2, '사진이 잘 나와요': 2, '대화하기 좋아요': 2, '화장실이 깨끗해요': 2, '좌석이 편해요': 1, '디저트가 맛있어요': 1, '매장이 넓어요': 1, '집중하기 좋아요': 1, '뷰가 좋아요': 1}",153,"""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210514_11%2F1620959285252MuyGW_JPEG%2FtU0aXUZpIDfgN9ET8JCDgE6P.jpg"""
18,탐앤탐스 로봇커피 평사휴게소점,카페,0.0,297,4,경북 경산시 진량읍 경부고속도로 105,,053-852-8651,,,,"{'커피가 맛있어요': 138, '주차하기 편해요': 61, '특별한 메뉴가 있어요': 40, '음료가 맛있어요': 37, '매장이 청결해요': 29, '친절해요': 22, '가성비가 좋아요': 22, '인테리어가 멋져요': 14, '화장실이 깨끗해요': 14, '디저트가 맛있어요': 13, '집중하기 좋아요': 7, '대화하기 좋아요': 7, '좌석이 편해요': 5, '뷰가 좋아요': 4, '컨셉이 독특해요': 3, '사진이 잘 나와요': 3}",285,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220904_115%2F16623008444600hHLJ_JPEG%2F20220903_140733_HDR2.jpg"""
19,카페봄봄 하양공설시장점,카페,0.0,152,5,경북 경산시 하양읍 조산천동길 56,19:30에 영업 종료,053-857-4689,,"Cafe 봄봄은 모든 연령대가 즐길 수 있는 매장입니다.
Cafe 봄봄에서 따스하고 산뜻한 봄을 한 잔 마시고, 잠시 여유를 가져 보길 바라는 마음입니다.",,"{'커피가 맛있어요': 63, '음료가 맛있어요': 60, '친절해요': 60, '가성비가 좋아요': 56, '매장이 청결해요': 33, '디저트가 맛있어요': 17, '인테리어가 멋져요': 15, '좌석이 편해요': 13, '대화하기 좋아요': 10, '주차하기 편해요': 8, '특별한 메뉴가 있어요': 5, '뷰가 좋아요': 5, '사진이 잘 나와요': 4, '화장실이 깨끗해요': 3, '아늑해요': 1, '음식이 빨리 나와요': 1, '집중하기 좋아요': 1}",147,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220830_208%2F1661816496631QbVip_JPEG%2FKakaoTalk_20220829_153713409.jpg"""
20,엔제리너스 평사휴게소점,카페,4.32,2063,2,경북 경산시 진량읍 경부고속도로 105,19:00에 영업 종료,053-852-8651,,,,"{'커피가 맛있어요': 485, '주차하기 편해요': 235, '음료가 맛있어요': 202, '친절해요': 185, '매장이 청결해요': 91, '가성비가 좋아요': 84, '디저트가 맛있어요': 76, '화장실이 깨끗해요': 52, '특별한 메뉴가 있어요': 43, '뷰가 좋아요': 33, '좌석이 편해요': 19, '대화하기 좋아요': 17, '인테리어가 멋져요': 16, '사진이 잘 나와요': 9, '집중하기 좋아요': 8, '음식이 빨리 나와요': 2}",1073,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220920_281%2F1663663325795acON7_PNG%2F%25B7%25CE%25B0%25ED.png"""
21,본봉베이커리,베이커리,0.0,54,13,경북 경산시 하양읍 하양로 170 1층,19:30에 라스트오더,053-852-5993,,"매일 아침 신선한 빵을 만드는 1인 빵집 입니다.
커피도 함께 판매 하고 있으니 테이블에 앉아 편히 쉬시다 가세요!!
메뉴는 유동적이니 매장으로 전화문의 주시면 안내해 드릴께요",,"{'빵이 맛있어요': 40, '매장이 청결해요': 20, '친절해요': 18, '커피가 맛있어요': 11, '음료가 맛있어요': 9, '가성비가 좋아요': 8, '특별한 메뉴가 있어요': 7, '대화하기 좋아요': 4, '인테리어가 멋져요': 2, '사진이 잘 나와요': 2, '화장실이 깨끗해요': 2, '좌석이 편해요': 1, '주차하기 편해요': 1, '집중하기 좋아요': 1, '뷰가 좋아요': 1}",53,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230221_262%2F1676990588208tJ9tc_JPEG%2F2DD98C1D-46E8-4061-9B1F-B0F4808C0018.jpeg"""
22,마실커피 봉황점,"카페,디저트",0.0,149,22,경북 경산시 진량읍 봉황길 27 1층,24:00에 영업 종료,053-215-2689,,안녕하세요 마실커피봉황점입니다. 고객님들의 많은 이용부탁드립니다:D,,"{'커피가 맛있어요': 63, '가성비가 좋아요': 48, '친절해요': 45, '음료가 맛있어요': 42, '매장이 청결해요': 26, '특별한 메뉴가 있어요': 16, '대화하기 좋아요': 16, '디저트가 맛있어요': 14, '주차하기 편해요': 9, '좌석이 편해요': 5, '집중하기 좋아요': 5, '사진이 잘 나와요': 4, '화장실이 깨끗해요': 3, '뷰가 좋아요': 3, '인테리어가 멋져요': 2}",130,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221011_94%2F1665456059845Lu4fh_JPEG%2FKakaoTalk_20221011_113809082.jpg"""
23,오위커피,"카페,디저트",4.5,46,54,경북 경산시 진량읍 대구대로 252-10 2층,20:30에 영업 종료,0507-1425-4774,,,,"{'커피가 맛있어요': 17, '음료가 맛있어요': 11, '디저트가 맛있어요': 9, '친절해요': 8, '매장이 청결해요': 6, '가성비가 좋아요': 5, '인테리어가 멋져요': 4, '뷰가 좋아요': 4, '대화하기 좋아요': 3, '집중하기 좋아요': 2, '화장실이 깨끗해요': 2, '좌석이 편해요': 1, '사진이 잘 나와요': 1, '특별한 메뉴가 있어요': 1}",30,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210904_56%2F16307311515932Qs6Y_JPEG%2FFm7267C14KUJ9h0y5rAU_iSW.jpeg.jpg"""
24,이디야커피 경산하양금락점,카페,4.47,198,9,경북 경산시 하양읍 대학로295길 14,21:30에 라스트오더,053-288-8778,,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",,"{'커피가 맛있어요': 40, '친절해요': 29, '음료가 맛있어요': 25, '매장이 청결해요': 18, '대화하기 좋아요': 17, '좌석이 편해요': 11, '디저트가 맛있어요': 11, '가성비가 좋아요': 11, '특별한 메뉴가 있어요': 7, '주차하기 편해요': 5, '집중하기 좋아요': 5, '뷰가 좋아요': 2, '인테리어가 멋져요': 1, '사진이 잘 나와요': 1, '화장실이 깨끗해요': 1}",97,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231102_277%2F1698892786311vReTQ_JPEG%2FSNS%25B1%25E2%25C5%25B8_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE_%25BB%25EA%25B8%25AE%25BF%25C0%25BD%25C3%25C1%25F02%2528%25B8%25DE%25B4%25BA%2529.jpg"""
25,게으른농담,"카페,디저트",0.0,35,40,경북 경산시 하양읍 동서1길 30-3,22:00에 영업 종료,0507-1376-4571,,사장님 웃김,,"{'화장실이 깨끗해요': 17, '친절해요': 6, '인테리어가 멋져요': 5, '커피가 맛있어요': 4, '대화하기 좋아요': 4, '음료가 맛있어요': 2, '사진이 잘 나와요': 2, '매장이 청결해요': 2, '가성비가 좋아요': 1, '집중하기 좋아요': 1}",24,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190803_126%2F1564804793879jrCYQ_JPEG%2Fl30VW6JDmeGHFGeEfwum5tNs.jpg"""
26,핸즈커피 하양점,카페,0.0,1110,265,경북 경산시 하양읍 동서리 878-1,23:00에 영업 종료,053-851-1088,,안녕하세요 핸즈커피 아키인 10th 매장 하양점입니다.,,"{'커피가 맛있어요': 390, '디저트가 맛있어요': 254, '인테리어가 멋져요': 233, '주차하기 편해요': 205, '음료가 맛있어요': 184, '매장이 청결해요': 144, '좌석이 편해요': 136, '대화하기 좋아요': 129, '친절해요': 99, '사진이 잘 나와요': 65, '뷰가 좋아요': 62, '화장실이 깨끗해요': 61, '특별한 메뉴가 있어요': 48, '집중하기 좋아요': 32, '가성비가 좋아요': 17, '매장이 넓어요': 7, '빵이 맛있어요': 3, '음식이 맛있어요': 2, '음악이 좋아요': 1, '단체모임 하기 좋아요': 1}",798,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210208_208%2F1612774864867KX0bV_JPEG%2F0m4QN0OJ5jbcE2j8zV1f5qSu.jpeg.jpg"""
27,카페쏠크,"카페,디저트",4.35,299,93,경북 경산시 진량읍 봉황길 75,24:00에 영업 종료,0507-1307-5977,,"맛있는 커피가 하루를 좀 더 행복하게 하는 “카페쏠크”입니다.
커피도 음식이기에 최상급 생두로 직접 로스팅하여 맛있고, 건강한 커피를 추구합니다.
7년째 지역 주민들에게 큰 사랑을 받고 있고 따뜻한 분위기의 인테리어로 애기부터 어른들까지 
다양한 연령대의 방문손님이 장점입니다.

*스페셜티 핸드드립 전문카페
(매장에서 바로 볶아서 사용, 온라인 판매 계획중, 원두&드립백 전국택배발송)
*경산 옥산동에 로스팅 공장운영중(원두주문 및 대량생산 납품 가능)
*30대 이상 대형주차장
*배달가능",,"{'커피가 맛있어요': 89, '디저트가 맛있어요': 52, '음료가 맛있어요': 52, '친절해요': 50, '대화하기 좋아요': 41, '매장이 청결해요': 35, '인테리어가 멋져요': 26, '가성비가 좋아요': 23, '좌석이 편해요': 15, '집중하기 좋아요': 15, '주차하기 편해요': 13, '특별한 메뉴가 있어요': 11, '사진이 잘 나와요': 7, '화장실이 깨끗해요': 7, '뷰가 좋아요': 7}",191,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200904_130%2F15992014082599tvR2_PNG%2F_Rdgks8srrDr6azptH3qhT5y.png"""
