,cafe_name,cafe_type,starring,visitor_review,blog_review,address,business_hours,phone_number,connection_site,description,menu,keyword,keyword_number,image_link
51,마카롱키친,베이커리,4.76,147,108,대구 수성구 범어로20길 18 1층,12:00에 영업 시작,010-8409-6003,,,,"{'친절해요': 53, '특별한 메뉴가 있어요': 46, '디저트가 맛있어요': 42, '매장이 청결해요': 39, '인테리어가 멋져요': 27, '가성비가 좋아요': 25, '사진이 잘 나와요': 17, '빵이 맛있어요': 15, '음료가 맛있어요': 3, '음식이 맛있어요': 3, '주차하기 편해요': 3, '뷰가 좋아요': 3, '커피가 맛있어요': 2, '재료가 신선해요': 2, '집중하기 좋아요': 2, '대화하기 좋아요': 2, '종류가 다양해요': 2}",86,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221119_34%2F1668794372868rd7a6_JPEG%2FE70FADDF-99F2-44A7-BF4B-3AF3E97048F0.jpeg"""
52,브리니 범어,"카페,디저트",0.0,378,366,"대구 수성구 국채보상로186길 71 1층, 2층",매주 금요일 휴무,070-4254-2001,,,,"{'커피가 맛있어요': 203, '뷰가 좋아요': 143, '디저트가 맛있어요': 109, '인테리어가 멋져요': 109, '매장이 청결해요': 81, '대화하기 좋아요': 67, '음료가 맛있어요': 66, '사진이 잘 나와요': 59, '친절해요': 55, '특별한 메뉴가 있어요': 31, '집중하기 좋아요': 21, '화장실이 깨끗해요': 20, '좌석이 편해요': 15, '주차하기 편해요': 13, '매장이 넓어요': 3, '가성비가 좋아요': 2}",372,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220609_194%2F1654754936936Vvhmd_JPEG%2F1654754926002.jpg"""
53,교동도나스 대구법원점,도넛,0.0,233,34,대구 수성구 동대구로 373 1층,10:00에 영업 시작,0507-1403-4445,,,,"{'디저트가 맛있어요': 122, '가성비가 좋아요': 93, '친절해요': 88, '특별한 메뉴가 있어요': 63, '매장이 청결해요': 49, '음료가 맛있어요': 24, '커피가 맛있어요': 19, '주차하기 편해요': 6, '인테리어가 멋져요': 4, '화장실이 깨끗해요': 3, '선물하기 좋아요': 2, '뷰가 좋아요': 2, '음식이 맛있어요': 1, '대화하기 좋아요': 1, '종류가 다양해요': 1}",226,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220722_13%2F1658470761788nmWww_JPEG%2F20220721_155830.jpg"""
54,밭,베이커리,4.66,217,76,대구 수성구 달구벌대로488길 4 1층,08:00에 영업 시작,0507-0288-7454,,,,"{'커피가 맛있어요': 78, '빵이 맛있어요': 60, '친절해요': 42, '음료가 맛있어요': 16, '매장이 청결해요': 16, '아늑해요': 14, '특별한 메뉴가 있어요': 11, '디저트가 맛있어요': 8, '대화하기 좋아요': 7, '주차하기 편해요': 4, '건강한 맛이에요': 4, '인테리어가 멋져요': 3, '화장실이 깨끗해요': 3, '좌석이 편해요': 2, '가성비가 좋아요': 2, '차분한 분위기에요': 1, '뷰가 좋아요': 1}",128,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230430_25%2F1682859131506MrRuN_JPEG%2FA97F77A0-50C3-44A9-85AC-43CD590CC134.jpeg"""
55,르배,베이커리,4.25,372,58,대구 수성구 동대구로52길 14-3,10:00에 영업 시작,053-756-0555,,,,"{'빵이 맛있어요': 126, '친절해요': 30, '특별한 메뉴가 있어요': 28, '커피가 맛있어요': 26, '매장이 청결해요': 23, '대화하기 좋아요': 17, '인테리어가 멋져요': 13, '음료가 맛있어요': 9, '뷰가 좋아요': 4, '주차하기 편해요': 3, '좌석이 편해요': 2, '집중하기 좋아요': 2, '화장실이 깨끗해요': 2, '디저트가 맛있어요': 1, '사진이 잘 나와요': 1, '가성비가 좋아요': 1, '매장이 넓어요': 1}",185,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200329_93%2F15854887013168MCkq_JPEG%2FjpBwp_Y3yGn4PK6nlEEaU3pr.jpg"""
56,테르커피,"카페,디저트",0.0,105,90,대구 수성구 청솔로16길 38 1층,11:30에 영업 시작,0507-0289-4350,,,,"{'커피가 맛있어요': 77, '친절해요': 40, '매장이 청결해요': 34, '인테리어가 멋져요': 27, '음료가 맛있어요': 19, '가성비가 좋아요': 17, '대화하기 좋아요': 14, '화장실이 깨끗해요': 13, '집중하기 좋아요': 12, '디저트가 맛있어요': 10, '특별한 메뉴가 있어요': 9, '사진이 잘 나와요': 6, '뷰가 좋아요': 3, '좌석이 편해요': 2}",104,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220812_68%2F1660276688652IUNya_JPEG%2FC91F0552-10B4-4590-9833-69BD5A26D4A0.jpeg"""
57,읍천리382범어점,"카페,디저트",4.59,349,205,대구 수성구 달구벌대로501길 11 바동 5호,08:00에 영업 시작,0504-2015-1655,,,,"{'음료가 맛있어요': 99, '디저트가 맛있어요': 86, '친절해요': 77, '커피가 맛있어요': 74, '인테리어가 멋져요': 60, '특별한 메뉴가 있어요': 36, '대화하기 좋아요': 35, '매장이 청결해요': 33, '가성비가 좋아요': 31, '사진이 잘 나와요': 28, '좌석이 편해요': 19, '주차하기 편해요': 3, '집중하기 좋아요': 3, '뷰가 좋아요': 3, '화장실이 깨끗해요': 2, '음식이 맛있어요': 1, '아이와 가기 좋아요': 1}",207,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221228_170%2F1672215425699LrpSI_JPEG%2F%25B4%25EB%25B1%25B8_%25B9%25FC%25BE%25EE%25C1%25A1_%25289%2529.jpg"""
58,녹아 대구수성점,"카페,디저트",0.0,109,21,대구 수성구 범어로 99 1층,11:30에 영업 시작,0507-1415-1422,,,,"{'디저트가 맛있어요': 79, '매장이 청결해요': 64, '특별한 메뉴가 있어요': 49, '친절해요': 48, '인테리어가 멋져요': 40, '음료가 맛있어요': 27, '사진이 잘 나와요': 18, '커피가 맛있어요': 14, '가성비가 좋아요': 10, '대화하기 좋아요': 5, '아늑해요': 4, '건강한 맛이에요': 4, '화장실이 깨끗해요': 4, '음식이 맛있어요': 3, '좌석이 편해요': 2, '주차하기 편해요': 2, '차분한 분위기에요': 1, '재료가 신선해요': 1, '아이와 가기 좋아요': 1, '포장이 깔끔해요': 1, '비싼 만큼 가치있어요': 1, '종류가 다양해요': 1}",109,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230725_176%2F16902911538427aGVn_JPEG%2FIMG_5719.jpeg"""
59,파더스베이글 대구범어점,카페,4.65,417,61,대구 수성구 상록로 15 범어 센트럴푸르지오상가 1층 105호,09:00에 영업 시작,0507-1488-3303,,,,"{'빵이 맛있어요': 115, '매장이 청결해요': 96, '친절해요': 89, '디저트가 맛있어요': 77, '재료가 신선해요': 47, '커피가 맛있어요': 42, '종류가 다양해요': 37, '특별한 메뉴가 있어요': 26, '인테리어가 멋져요': 24, '가성비가 좋아요': 16, '아늑해요': 15, '음료가 맛있어요': 15, '좌석이 편해요': 8, '주차하기 편해요': 8, '사진이 잘 나와요': 7, '대화하기 좋아요': 7, '집중하기 좋아요': 3, '컨셉이 독특해요': 2, '음악이 좋아요': 2, '건강한 맛이에요': 1, '화장실이 깨끗해요': 1}",287,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210108_241%2F1610082821384XAYXF_JPEG%2F55vcxS0ZOf-odv149YF65nud.jpeg.jpg"""
60,노바디커피클럽,카페,0.0,168,142,대구 수성구 청솔로14길 16 1층,08:00에 영업 시작,0507-1486-0714,,,,"{'커피가 맛있어요': 144, '친절해요': 96, '인테리어가 멋져요': 86, '사진이 잘 나와요': 76, '디저트가 맛있어요': 66, '음료가 맛있어요': 53, '가성비가 좋아요': 29, '매장이 청결해요': 27, '대화하기 좋아요': 10, '특별한 메뉴가 있어요': 6, '집중하기 좋아요': 6, '뷰가 좋아요': 5, '아늑해요': 2, '차분한 분위기에요': 1, '컨셉이 독특해요': 1, '주차하기 편해요': 1, '화장실이 깨끗해요': 1}",167,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230410_50%2F16811178496215hmPM_JPEG%2FFB0A2F2E-4582-4A4F-B128-C59DDC653F86.jpeg"""
61,시크릿가든,"카페,디저트",0.0,30,79,대구 수성구 청호로84안길 2 범어청구하이츠상가 103호,11:30에 영업 시작,0507-1347-2432,,,,"{'디저트가 맛있어요': 18, '친절해요': 12, '매장이 청결해요': 12, '특별한 메뉴가 있어요': 9, '인테리어가 멋져요': 5, '가성비가 좋아요': 5, '커피가 맛있어요': 3, '음료가 맛있어요': 1, '사진이 잘 나와요': 1, '집중하기 좋아요': 1, '대화하기 좋아요': 1}",23,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230208_163%2F16758179994318R63N_JPEG%2FIMG_20230201_220248_237.jpg"""
62,태곤이네팥전문점 단팥빵,카페,4.34,345,46,대구 수성구 국채보상로 856,09:00에 영업 시작,053-753-0030,,,,"{'특별한 메뉴가 있어요': 92, '디저트가 맛있어요': 73, '가성비가 좋아요': 55, '친절해요': 44, '커피가 맛있어요': 31, '매장이 청결해요': 26, '대화하기 좋아요': 25, '음료가 맛있어요': 15, '좌석이 편해요': 13, '주차하기 편해요': 7, '인테리어가 멋져요': 4, '사진이 잘 나와요': 3, '집중하기 좋아요': 2, '화장실이 깨끗해요': 2, '빵이 맛있어요': 1, '음식이 빨리 나와요': 1, '매장이 넓어요': 1}",219,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170213_199%2F1486978863962IFQNr_JPEG%2F186163587122939_0.jpeg"""
63,로우멜로우,"카페,디저트",0.0,50,15,대구 수성구 범어로18길 86 1층,09:00에 영업 시작,0507-1479-4986,,,,"{'커피가 맛있어요': 36, '디저트가 맛있어요': 33, '친절해요': 28, '인테리어가 멋져요': 21, '음료가 맛있어요': 18, '매장이 청결해요': 13, '대화하기 좋아요': 11, '사진이 잘 나와요': 9, '집중하기 좋아요': 4, '좌석이 편해요': 3, '가성비가 좋아요': 3, '특별한 메뉴가 있어요': 3, '차분한 분위기에요': 1, '음식이 맛있어요': 1, '음악이 좋아요': 1, '포장이 깔끔해요': 1}",49,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230424_77%2F1682313437598U4pMr_JPEG%2FB43F5DEE-9E40-4D6B-9E1B-7F049DAF4BF0.jpeg"""
64,할리스 대구범어천로점,카페,4.39,973,23,"대구 수성구 범어천로 200 상가 1 , 2층",08:00에 영업 시작,053-759-5779,,,,"{'커피가 맛있어요': 223, '대화하기 좋아요': 106, '음료가 맛있어요': 103, '집중하기 좋아요': 77, '디저트가 맛있어요': 74, '좌석이 편해요': 71, '매장이 청결해요': 70, '친절해요': 68, '인테리어가 멋져요': 47, '주차하기 편해요': 25, '가성비가 좋아요': 23, '뷰가 좋아요': 20, '특별한 메뉴가 있어요': 16, '화장실이 깨끗해요': 14, '사진이 잘 나와요': 7, '매장이 넓어요': 4, '오래 머무르기 좋아요': 2, '아늑해요': 1}",515,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_125%2F161464487124061agC_JPEG%2FK15utTFWXeuNEny1JMXiV57W.jpg"""
65,설빙 대구신천점,빙수,4.44,788,63,대구 수성구 범어천로 200 상가 2층,11:00에 영업 시작,053-751-7008,,,,"{'디저트가 맛있어요': 261, '매장이 청결해요': 81, '대화하기 좋아요': 79, '특별한 메뉴가 있어요': 77, '친절해요': 74, '음료가 맛있어요': 66, '좌석이 편해요': 63, '인테리어가 멋져요': 61, '커피가 맛있어요': 50, '가성비가 좋아요': 35, '뷰가 좋아요': 29, '화장실이 깨끗해요': 15, '집중하기 좋아요': 13, '사진이 잘 나와요': 10, '주차하기 편해요': 9, '음식이 맛있어요': 1, '매장이 넓어요': 1, '오래 머무르기 좋아요': 1, '단체모임 하기 좋아요': 1}",501,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200928_280%2F1601223833836bC1K6_JPEG%2FWEU25zQ04oX6lHYbzZf3HrrV.jpg"""
66,쌀쌀하당 베이커리,베이커리,0.0,25,2,대구 수성구 상록로 80 힐스테이트범어센트럴 101동 1층근린상가(새마을금고옆),12:00에 영업 시작,0507-1373-0602,,,,"{'빵이 맛있어요': 24, '특별한 메뉴가 있어요': 12, '친절해요': 11, '매장이 청결해요': 9, '건강한 맛이에요': 7, '가성비가 좋아요': 6, '재료가 신선해요': 3, '인테리어가 멋져요': 2, '주차하기 편해요': 2, '비싼 만큼 가치있어요': 2, '커피가 맛있어요': 1, '음료가 맛있어요': 1, '메뉴 구성이 알차요': 1, '사진이 잘 나와요': 1}",25,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230517_21%2F1684319290466DqTH6_JPEG%2F%25C0%25AF%25B1%25E2%25B3%25F3%25BD%25D2%25C0%25BB-%25C1%25F7%25C1%25A2%25C1%25A6%25BA%25D0%25C7%25D8-%25BB%25A7%25C0%25BB-%25B8%25B8%25B5%25EC%25B4%25CF%25B4%25D9-%25C8%25DE%25B8%25D5%25BF%25BE%25C3%25BC.jpg"""
67,홍콩다방 범어점,"카페,디저트",4.79,116,106,대구 수성구 달구벌대로 2524,08:30에 영업 시작,0507-1338-6785,,,,"{'디저트가 맛있어요': 46, '음료가 맛있어요': 25, '특별한 메뉴가 있어요': 24, '친절해요': 21, '커피가 맛있어요': 17, '인테리어가 멋져요': 13, '매장이 청결해요': 13, '대화하기 좋아요': 12, '주차하기 편해요': 6, '좌석이 편해요': 3, '가성비가 좋아요': 3, '사진이 잘 나와요': 2, '집중하기 좋아요': 2, '음식이 빨리 나와요': 1}",65,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201106_205%2F1604640933534fAqIU_PNG%2FC79Qj58g3VyrWwRChQ2G6CWT.png"""
68,치트델리 범어,브런치,0.0,783,73,대구 수성구 달구벌대로496길 29 1층,08:30에 영업 시작,0507-1441-0547,,,,"{'음식이 맛있어요': 736, '인테리어가 멋져요': 444, '친절해요': 444, '특별한 메뉴가 있어요': 407, '재료가 신선해요': 395, '매장이 청결해요': 330, '양이 많아요': 110, '혼밥하기 좋아요': 76, '매장이 넓어요': 40, '가성비가 좋아요': 39, '화장실이 깨끗해요': 28, '아늑해요': 19, '특별한 날 가기 좋아요': 18, '메뉴 구성이 알차요': 17, '컨셉이 독특해요': 14, '뷰가 좋아요': 13, '음식이 빨리 나와요': 9, '음악이 좋아요': 9, '대화하기 좋아요': 9, '비싼 만큼 가치있어요': 8, '단체모임 하기 좋아요': 7, '현지 맛에 가까워요': 6, '사진이 잘 나와요': 5, '차분한 분위기에요': 4, '고기 질이 좋아요': 2, '커피가 맛있어요': 1, '음료가 맛있어요': 1, '아이와 가기 좋아요': 1, '잡내가 적어요': 1, '야외 공간이 멋져요': 1, '주차하기 편해요': 1, '룸이 잘 되어있어요': 1, '향신료가 강하지 않아요': 1, '건강한 맛이에요': 1}",781,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230809_251%2F1691541726011ofey1_PNG%2F%25C6%25C4%25BD%25BA%25C6%25AE%25B6%25F3%25B9%25CC.png"""
69,켑트커피 범어,"카페,디저트",0.0,180,105,대구 수성구 청솔로14길 28 1층,09:00에 영업 시작,0507-1371-8335,,,,"{'커피가 맛있어요': 112, '디저트가 맛있어요': 96, '친절해요': 84, '음료가 맛있어요': 60, '인테리어가 멋져요': 57, '매장이 청결해요': 51, '대화하기 좋아요': 37, '특별한 메뉴가 있어요': 36, '집중하기 좋아요': 20, '좌석이 편해요': 18, '화장실이 깨끗해요': 17, '사진이 잘 나와요': 15, '가성비가 좋아요': 13, '주차하기 편해요': 6, '뷰가 좋아요': 4, '반려동물과 가기 좋아요': 3, '빵이 맛있어요': 2, '컨셉이 독특해요': 1}",177,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230901_245%2F1693555450486V06YD_PNG%2FKakaoTalk_20221213_122611919.png"""
70,헤이트먼데이 범어점,"카페,디저트",0.0,185,63,대구 수성구 범어로20길 21 1층,10:30에 영업 시작,010-8996-2544,,,,"{'디저트가 맛있어요': 71, '커피가 맛있어요': 68, '음료가 맛있어요': 44, '인테리어가 멋져요': 35, '친절해요': 27, '매장이 청결해요': 26, '특별한 메뉴가 있어요': 22, '대화하기 좋아요': 20, '사진이 잘 나와요': 18, '가성비가 좋아요': 13, '집중하기 좋아요': 8, '화장실이 깨끗해요': 7, '좌석이 편해요': 6, '뷰가 좋아요': 5, '주차하기 편해요': 2, '매장이 넓어요': 2, '차분한 분위기에요': 1, '혼밥하기 좋아요': 1, '메뉴 구성이 알차요': 1}",178,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211221_171%2F1640063789734EpocA_JPEG%2FKakaoTalk_20211221_141509922_02.jpg"""
71,디얼마이럽,베이커리,4.78,72,53,대구 수성구 범어로18길 85 1층,10:00에 영업 시작,010-4290-0666,,,,"{'빵이 맛있어요': 15, '친절해요': 10, '특별한 메뉴가 있어요': 6, '사진이 잘 나와요': 4, '인테리어가 멋져요': 3, '가성비가 좋아요': 3, '매장이 청결해요': 3, '커피가 맛있어요': 1, '디저트가 맛있어요': 1}",26,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180515_128%2F1526330401838SQj2L_JPEG%2F_1O41dDlShen09QFVTPYi2ZJ.jpeg.jpg"""
72,한나식빵 범어점,베이커리,4.6,885,14,대구 수성구 달구벌대로 2504 1층,08:00에 영업 시작,053-752-3862,,,,"{'빵이 맛있어요': 442, '친절해요': 169, '특별한 메뉴가 있어요': 58, '매장이 청결해요': 54, '가성비가 좋아요': 37, '커피가 맛있어요': 16, '음료가 맛있어요': 9, '주차하기 편해요': 6, '인테리어가 멋져요': 4, '좌석이 편해요': 2, '재료가 신선해요': 1, '사진이 잘 나와요': 1, '집중하기 좋아요': 1, '대화하기 좋아요': 1, '건강한 맛이에요': 1, '화장실이 깨끗해요': 1, '종류가 다양해요': 1, '뷰가 좋아요': 1}",508,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221215_213%2F1671072135043F7R20_JPEG%2F%25C7%25D1%25B3%25AA%25BD%25C4%25BB%25A7.jpeg"""
73,롤링핀 범어점,베이커리,4.53,693,67,대구 수성구 달구벌대로496길 50,07:30에 영업 시작,053-752-9955,,,,"{'빵이 맛있어요': 353, '커피가 맛있어요': 116, '친절해요': 91, '특별한 메뉴가 있어요': 55, '매장이 청결해요': 53, '음료가 맛있어요': 51, '대화하기 좋아요': 40, '가성비가 좋아요': 19, '인테리어가 멋져요': 17, '좌석이 편해요': 14, '주차하기 편해요': 9, '사진이 잘 나와요': 8, '집중하기 좋아요': 8, '화장실이 깨끗해요': 8, '뷰가 좋아요': 8, '디저트가 맛있어요': 1, '재료가 신선해요': 1, '종류가 다양해요': 1}",450,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200707_6%2F1594108879108UANQP_JPEG%2Fb37xBkazuaHTXuNPPXWmsY7P.jpg"""
74,공차 범어로데오점,차,4.56,1252,15,대구 수성구 달구벌대로 2513,09:00에 영업 시작,0507-1339-1055,,,,"{'음료가 맛있어요': 461, '차가 맛있어요': 258, '친절해요': 137, '매장이 청결해요': 73, '특별한 메뉴가 있어요': 65, '집중하기 좋아요': 62, '디저트가 맛있어요': 48, '좌석이 편해요': 45, '대화하기 좋아요': 38, '가성비가 좋아요': 32, '인테리어가 멋져요': 21, '주차하기 편해요': 7, '뷰가 좋아요': 7, '화장실이 깨끗해요': 5, '사진이 잘 나와요': 4, '종류가 다양해요': 2, '커피가 맛있어요': 1}",765,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180804_248%2F1533350743926ciRnH_JPEG%2FfyeUeqHhCH-7NavNTaBc7S7M.jpg"""
75,아티자나,"카페,디저트",4.75,51,7,대구 수성구 동대구로42길 11 1층,09:00에 영업 시작,053-754-5668,,,,"{'커피가 맛있어요': 13, '친절해요': 13, '인테리어가 멋져요': 10, '대화하기 좋아요': 6, '좌석이 편해요': 4, '가성비가 좋아요': 4, '특별한 메뉴가 있어요': 4, '디저트가 맛있어요': 3, '음료가 맛있어요': 3, '사진이 잘 나와요': 2, '주차하기 편해요': 1, '매장이 청결해요': 1, '화장실이 깨끗해요': 1}",27,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230504_31%2F1683175276962oFV39_JPEG%2F20230504_131650.jpg"""
76,벨케이크,케이크전문,0.0,41,19,대구 수성구 범어로20길 68 1층 왼쪽상가,11:00에 영업 시작,0507-1393-4151,,,,"{'디저트가 맛있어요': 36, '친절해요': 27, '커피가 맛있어요': 19, '인테리어가 멋져요': 16, '재료가 신선해요': 15, '매장이 청결해요': 15, '선물하기 좋아요': 14, '음료가 맛있어요': 12, '사진이 잘 나와요': 9, '아늑해요': 7, '가성비가 좋아요': 7, '차분한 분위기에요': 4, '아이와 가기 좋아요': 1, '화장실이 깨끗해요': 1}",41,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230716_209%2F16894923463528jYYg_JPEG%2FIMG_6931.jpeg"""
77,스트릿츄러스 범어점,카페,4.29,93,34,대구 수성구 달구벌대로 2386 1층 (범어동),09:00에 영업 시작,053-746-5594,,,,"{'디저트가 맛있어요': 41, '친절해요': 24, '커피가 맛있어요': 14, '특별한 메뉴가 있어요': 13, '가성비가 좋아요': 10, '음료가 맛있어요': 9, '대화하기 좋아요': 6, '매장이 청결해요': 4, '주차하기 편해요': 3, '좌석이 편해요': 1, '인테리어가 멋져요': 1, '사진이 잘 나와요': 1, '집중하기 좋아요': 1}",61,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200803_82%2F1596436481411scdk3_JPEG%2FAPudwyixltMoeUXW-bo3BhvE.jpg"""
78,빵장수단팥빵범어점,베이커리,4.44,486,40,대구 수성구 달구벌대로496길 9,08:00에 영업 시작,053-753-0510,,,,"{'빵이 맛있어요': 223, '친절해요': 73, '매장이 청결해요': 43, '특별한 메뉴가 있어요': 40, '가성비가 좋아요': 24, '음료가 맛있어요': 14, '커피가 맛있어요': 13, '인테리어가 멋져요': 5, '좌석이 편해요': 3, '주차하기 편해요': 2, '집중하기 좋아요': 2, '대화하기 좋아요': 2, '사진이 잘 나와요': 1, '뷰가 좋아요': 1}",267,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160726_142%2F1469500295810fNLsU_JPEG%2F176676516155139_0.jpeg"""
79,사운즈커피미니 수성구청점,"카페,디저트",0.0,11,2,대구 수성구 달구벌대로492길 47-4 1층,08:00에 영업 시작,010-6424-5620,,,,,,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230925_24%2F1695607774070lqm5b_JPEG%2FKakaoTalk_20230925_110831334_18.jpg"""
80,샌드위크,"카페,디저트",0.0,29,16,대구 수성구 달구벌대로495길 30,10:00에 영업 시작,0507-1485-1549,,,,"{'친절해요': 9, '커피가 맛있어요': 8, '디저트가 맛있어요': 7, '음료가 맛있어요': 5, '가성비가 좋아요': 5, '특별한 메뉴가 있어요': 5, '매장이 청결해요': 3, '집중하기 좋아요': 3, '인테리어가 멋져요': 1, '사진이 잘 나와요': 1}",28,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221112_160%2F1668256148661PNmS0_JPEG%2F%25BB%25F7%25B5%25E5%25C0%25A7%25C4%25A1%25C4%25BF%25C7%25C7.jpg"""
81,카페버니,카페,0.0,279,46,대구 수성구 범어로20길 30,15:00에 영업 시작,0507-1363-1375,,,,"{'친절해요': 210, '디저트가 맛있어요': 159, '음료가 맛있어요': 159, '매장이 청결해요': 116, '커피가 맛있어요': 102, '대화하기 좋아요': 92, '인테리어가 멋져요': 85, '특별한 메뉴가 있어요': 85, '좌석이 편해요': 59, '집중하기 좋아요': 36, '사진이 잘 나와요': 31, '가성비가 좋아요': 19, '화장실이 깨끗해요': 11, '주차하기 편해요': 5, '차분한 분위기에요': 4, '뷰가 좋아요': 4, '아늑해요': 3, '음식이 맛있어요': 3, '종류가 다양해요': 2, '음식이 빨리 나와요': 1, '메뉴 구성이 알차요': 1, '반려동물과 가기 좋아요': 1, '룸이 잘 되어있어요': 1, '오래 머무르기 좋아요': 1}",279,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230820_51%2F16925089969517BpIN_JPEG%2FIMG_1863.jpeg"""
82,호두나무 수성점,호두과자,4.58,427,15,대구 수성구 달구벌대로 2482 진&진빌딩 1층,09:00에 영업 시작,053-752-2111,,,,"{'디저트가 맛있어요': 127, '친절해요': 115, '매장이 청결해요': 47, '가성비가 좋아요': 44, '특별한 메뉴가 있어요': 40, '커피가 맛있어요': 11, '음료가 맛있어요': 7, '대화하기 좋아요': 6, '인테리어가 멋져요': 3, '주차하기 편해요': 3, '뷰가 좋아요': 2, '좌석이 편해요': 1, '음식이 맛있어요': 1, '사진이 잘 나와요': 1, '집중하기 좋아요': 1, '건강한 맛이에요': 1, '화장실이 깨끗해요': 1}",246,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200420_20%2F1587334959175Q5yUL_JPEG%2FyvCjg2EtjtdbxehC05otOuT8.jpg"""
